tourney_id;tourney_name;tourney_date;match_num;winner_id;winner_name;winner_hand;winner_ht;winner_ioc;winner_age;loser_id;loser_name;loser_hand;loser_ht;loser_ioc;loser_age;score;minutes;winner_rank;winner_rank_points;loser_rank;loser_rank_points
2022-580;Australian Open;20220117;100;200175;Miomir Kecmanovic;R;183;SRB;25;106099;Salvatore Caruso;R;185;ITA;29;6-4 6-2 6-1;116;77;836;146;458
2022-580;Australian Open;20220117;101;126205;Tommy Paul;R;185;USA;25;105062;Mikhail Kukushkin;R;183;KAZ;34;6-3 6-4 6-2;99;41;1317;180;362
2022-580;Australian Open;20220117;102;106214;Oscar Otte;R;196;GER;25;202358;Chun Hsin Tseng;R;175;TPE;26;6-4 6-3 6-2;110;96;748;190;348
2022-580;Australian Open;20220117;103;132283;Lorenzo Sonego;R;191;ITA;25;105023;Sam Querrey;R;198;USA;34;7-5 6-3 6-3;134;26;1860;110;685
2022-580;Australian Open;20220117;104;104792;Gael Monfils;R;193;FRA;35;105948;Federico Coria;R;180;ARG;26;6-1 6-1 6-3;95;20;2373;64;976
2022-580;Australian Open;20220117;105;122330;Alexander Bublik;R;196;KAZ;25;124014;Ernesto Escobedo;R;185;MEX;26;3-6 7-6(5) 6-3 6-3;152;37;1411;141;497
2022-580;Australian Open;20220117;106;124079;Pedro Martinez;R;185;ESP;25;105643;Federico Delbonis;L;190;ARG;31;7-6(15) 3-6 6-4 6-2;238;61;1001;38;1347
2022-580;Australian Open;20220117;107;106426;Cristian Garin;R;185;CHI;25;105487;Facundo Bagnis;L;183;ARG;26;6-3 6-4 5-7 6-7(4) 6-3;279;19;2375;72;868
2022-580;Australian Open;20220117;108;200624;Sebastian Korda;R;196;USA;25;111815;Cameron Norrie;L;188;GBR;26;6-3 6-0 6-4;102;43;1286;12;2900
2022-580;Australian Open;20220117;109;144895;Corentin Moutet;L;178;FRA;25;106298;Lucas Pouille;R;185;FRA;26;3-6 6-3 6-4 6-3;171;100;737;160;440
2022-580;Australian Open;20220117;110;134868;Tallon Griekspoor;R;188;NED;25;104926;Fabio Fognini;R;178;ITA;34;6-1 6-4 6-4;106;62;1001;32;1494
2022-580;Australian Open;20220117;111;105807;Pablo Carreno Busta;R;188;ESP;25;144869;Tomas Martin Etcheverry;R;196;ARG;26;6-1 6-2 7-6(2);127;21;2305;131;556
2022-580;Australian Open;20220117;112;207989;Carlos Alcaraz;R;185;ESP;25;126214;Alejandro Tabilo;L;188;CHI;26;6-2 6-2 6-3;114;31;1609;135;518
2022-580;Australian Open;20220117;113;105583;Dusan Lajovic;R;180;SRB;25;105916;Marton Fucsovics;R;188;HUN;26;6-3 4-6 6-1 6-7(6) 6-1;203;39;1346;35;1457
2022-580;Australian Open;20220117;114;111578;Stefan Kozlov;R;183;USA;25;106210;Jiri Vesely;L;198;CZE;26;7-5 6-3 6-4;155;169;401;78;824
2022-580;Australian Open;20220117;115;126610;Matteo Berrettini;R;196;ITA;25;206909;Brandon Nakashima;R;185;USA;26;4-6 6-2 7-6(5) 6-3;190;7;4568;68;917
2022-580;Australian Open;20220117;116;100644;Alexander Zverev;R;198;GER;25;127157;Daniel Altmaier;R;191;GER;26;7-6(3) 6-1 7-6(1);158;3;7970;87;792
2022-580;Australian Open;20220117;117;105357;John Millman;R;183;AUS;32;103852;Feliciano Lopez;L;188;ESP;40;6-1 6-3 4-6 7-5;172;89;788;109;696
2022-580;Australian Open;20220117;118;105430;Radu Albot;R;175;MDA;32;106415;Yoshihito Nishioka;L;170;JPN;26;6-3 6-4 4-6 6-2;154;124;587;119;610
2022-580;Australian Open;20220117;119;126846;Aleksandar Vukic;R;188;AUS;25;144750;Lloyd Harris;R;193;RSA;26;4-6 6-3 7-5 7-6(3);175;144;477;33;1473
2022-580;Australian Open;20220117;120;124187;Reilly Opelka;R;211;USA;25;104731;Kevin Anderson;R;203;RSA;35;6-3 6-4 7-6(3);104;29;1776;97;744
2022-580;Australian Open;20220117;121;136440;Dominik Koepfer;L;180;GER;25;126535;Carlos Taberner;R;183;ESP;26;6-1 3-6 6-4 6-1;147;53;1096;108;707
2022-580;Australian Open;20220117;122;126952;Soon Woo Kwon;R;180;KOR;24;208029;Holger Rune;R;185;DEN;26;3-6 6-4 3-6 6-3 6-2;185;54;1085;99;742
2022-580;Australian Open;20220117;123;133430;Denis Shapovalov;L;185;CAN;25;111513;Laslo Djere;R;188;SRB;26;7-6(3) 6-4 3-6 7-6(3);203;14;2593;51;1156
2022-580;Australian Open;20220117;124;128034;Hubert Hurkacz;R;196;POL;25;106078;Egor Gerasimov;R;196;BLR;25;6-2 7-6(3) 6-7(5) 6-3;192;11;3336;106;714
2022-580;Australian Open;20220117;125;105173;Adrian Mannarino;L;183;FRA;33;105902;James Duckworth;R;183;AUS;26;6-4 2-6 3-6 6-2 6-1;188;69;879;49;1166
2022-580;Australian Open;20220117;126;111456;Mackenzie Mcdonald;R;178;USA;25;110748;Nikola Milojevic;R;188;SRB;26;5-7 6-4 6-3 6-2;155;55;1084;139;506
2022-580;Australian Open;20220117;127;106234;Aslan Karatsev;R;185;RUS;25;144719;Jaume Munar;R;183;ESP;26;3-6 7-6(1) 6-7(3) 6-4 6-4;292;15;2553;71;875
2022-580;Australian Open;20220117;128;111575;Karen Khachanov;R;198;RUS;25;106045;Denis Kudla;R;180;USA;26;3-6 6-3 6-2 7-6(2);149;30;1748;105;714
2022-580;Australian Open;20220117;129;126127;Benjamin Bonzi;R;185;FRA;25;105376;Peter Gojowczyk;R;185;GER;32;6-3 6-3 6-3;94;63;979;82;802
2022-580;Australian Open;20220117;130;105870;Yannick Hanfmann;R;193;GER;24;106423;Thanasi Kokkinakis;R;196;AUS;26;6-2 6-3 6-2;127;126;583;103;726
2022-580;Australian Open;20220117;131;104745;Rafael Nadal;L;185;ESP;35;106218;Marcos Giron;R;180;USA;26;6-1 6-4 6-2;109;5;4875;66;920
2022-580;Australian Open;20220117;132;144684;Alex Molcan;L;178;SVK;24;126128;Roman Safiullin;R;185;RUS;26;6-3 7-6(9) 5-7 7-6(6);206;74;839;149;455
2022-580;Australian Open;20220117;133;104665;Pablo Andujar;R;180;ESP;35;106000;Damir Dzumhur;R;172;BIH;26;6-1 7-5 6-1;109;83;800;161;429
2022-580;Australian Open;20220117;134;111794;Kamil Majchrzak;R;183;POL;26;104312;Andreas Seppi;R;190;ITA;37;6-1 6-1 7-5;95;107;708;101;736
2022-580;Australian Open;20220117;135;200282;Alex De Minaur;R;183;AUS;25;207518;Lorenzo Musetti;R;185;ITA;26;3-6 6-3 6-0 6-3;150;42;1316;60;1004
2022-580;Australian Open;20220117;136;104918;Andy Murray;R;190;GBR;34;105932;Nikoloz Basilashvili;R;185;GEO;26;6-1 3-6 6-4 6-7(5) 6-4;232;113;671;23;2051
2022-580;Australian Open;20220117;137;106121;Taro Daniel;R;191;JPN;25;144642;Tomas Barrios Vera;R;191;CHI;25;7-6(5) 6-1 6-1;119;120;606;147;458
2022-580;Australian Open;20220117;138;105449;Steve Johnson;R;188;USA;32;111442;Jordan Thompson;R;183;AUS;26;7-6(5) 6-7(6) 4-6 6-3 6-3;222;104;724;73;860
2022-580;Australian Open;20220117;139;206173;Jannik Sinner;R;188;ITA;25;105311;Joao Sousa;R;185;POR;32;6-4 7-5 6-1;127;10;3390;140;500
2022-580;Australian Open;20220117;140;105138;Roberto Bautista Agut;R;183;ESP;33;105882;Stefano Travaglia;R;185;ITA;30;7-6(2) 6-4 5-7 6-1;175;18;2385;98;744
2022-580;Australian Open;20220117;141;104259;Philipp Kohlschreiber;R;178;GER;38;106065;Marco Cecchinato;R;185;ITA;29;6-4 7-5 7-6(0);128;134;533;95;759
2022-580;Australian Open;20220117;142;126207;Frances Tiafoe;R;188;USA;25;105477;Marco Trungelliti;R;178;ARG;31;3-6 6-4 6-2 3-6 6-3;172;34;1467;198;326
2022-580;Australian Open;20220117;143;126203;Taylor Fritz;R;193;USA;24;109739;Maximilian Marterer;L;191;GER;26;7-6(8) 6-3 6-2;113;22;2175;228;279
2022-580;Australian Open;20220117;144;105777;Grigor Dimitrov;R;188;BUL;25;208103;Jiri Lehecka;R;185;CZE;25;6-4 4-6 6-3 7-5;165;28;1821;142;494
2022-580;Australian Open;20220117;145;105332;Benoit Paire;R;196;FRA;32;106329;Thiago Monteiro;L;183;BRA;26;6-4 3-6 7-5 2-6 7-5;218;56;1075;79;824
2022-580;Australian Open;20220117;146;202104;Sebastian Baez;R;170;ARG;21;105077;Albert Ramos;L;188;ESP;34;6-4 4-6 6-3 1-6 6-2;206;88;791;44;1259
2022-580;Australian Open;20220117;147;126774;Stefanos Tsitsipas;R;193;GRE;25;144707;Mikael Ymer;R;183;SWE;26;6-2 6-4 6-3;130;4;6540;86;793
2022-580;Australian Open;20220117;148;126094;Andrey Rublev;R;188;RUS;24;126149;Gianluca Mager;R;185;ITA;25;6-3 6-2 6-2;84;6;4785;65;957
2022-580;Australian Open;20220117;149;105575;Ricardas Berankis;R;175;LTU;25;106148;Roberto Carballes Baena;R;183;ESP;26;6-1 3-6 2-6 6-3 6-4;220;93;761;75;837
2022-580;Australian Open;20220117;150;105613;Norbert Gombos;R;193;SVK;31;207608;Timofey Skatov;R;173;RUS;26;6-3 6-2 1-6 6-4;173;117;624;253;240
2022-580;Australian Open;20220117;151;105227;Marin Cilic;R;198;CRO;33;105877;Emilio Gomez;R;185;ECU;25;6-3 6-1 6-2;100;27;1840;153;450
2022-580;Australian Open;20220117;152;105554;Daniel Evans;R;175;GBR;31;105676;David Goffin;R;180;BEL;25;6-4 6-3 6-0;108;24;1957;45;1216
2022-580;Australian Open;20220117;153;126239;Arthur Rinderknech;R;196;FRA;25;200615;Alexei Popyrin;R;196;AUS;26;7-5 4-6 6-2 3-6 6-3;202;48;1178;59;1010
2022-580;Australian Open;20220117;154;200221;Alejandro Davidovich Fokina;R;183;ESP;25;106109;Alex Bolt;L;183;AUS;29;6-3 6-3 6-4;118;50;1160;152;451
2022-580;Australian Open;20220117;155;200000;Felix Auger Aliassime;R;193;CAN;25;200325;Emil Ruusuvuori;R;188;FIN;26;6-4 0-6 3-6 6-3 6-4;220;9;3608;90;783
2022-580;Australian Open;20220117;156;106043;Diego Schwartzman;R;170;ARG;25;105936;Filip Krajinovic;R;185;SRB;26;6-3 6-4 7-5;148;13;2730;36;1427
2022-580;Australian Open;20220117;157;106331;Christopher Oconnell;R;183;AUS;25;200384;Hugo Gaston;L;173;FRA;26;7-6(4) 6-0 4-6 6-1;155;175;383;67;919
2022-580;Australian Open;20220117;158;207830;Tomas Machac;R;183;CZE;24;207678;Juan Manuel Cerundolo;L;183;ARG;25;6-3 2-6 6-4 6-2;175;132;555;80;818
2022-580;Australian Open;20220117;159;202195;Maxime Cressy;R;198;USA;25;104545;John Isner;R;206;USA;36;7-6(2) 7-5 6-7(4) 6-7(4) 6-4;250;70;875;25;1881
2022-580;Australian Open;20220117;160;104755;Richard Gasquet;R;185;FRA;35;200005;Ugo Humbert;L;188;FRA;26;3-6 7-6(4) 7-6(3) 6-3;198;81;807;40;1318
2022-580;Australian Open;20220117;161;122298;Botic Van De Zandschulp;R;188;NED;24;105526;Jan Lennard Struff;R;193;GER;26;6-4 6-3 6-2;109;57;1069;52;1149
2022-580;Australian Open;20220117;162;106401;Nick Kyrgios;R;193;AUS;25;106281;Liam Broady;L;183;GBR;28;6-4 6-4 6-3;114;115;648;128;569
2022-580;Australian Open;20220117;163;106421;Daniil Medvedev;R;198;RUS;25;105967;Henri Laaksonen;R;185;SUI;26;6-1 6-4 7-6(3);114;2;8935;91;781
2022-580;Australian Open;20220117;164;200175;Miomir Kecmanovic;R;183;SRB;25;126205;Tommy Paul;R;185;USA;26;7-6(7) 7-5 7-6(8);178;77;836;41;1317
2022-580;Australian Open;20220117;165;132283;Lorenzo Sonego;R;191;ITA;25;106214;Oscar Otte;R;196;GER;26;2-6 6-2 6-3 6-1;151;26;1860;96;748
2022-580;Australian Open;20220117;166;104792;Gael Monfils;R;193;FRA;35;122330;Alexander Bublik;R;196;KAZ;26;6-1 6-0 6-4;89;20;2373;37;1411
2022-580;Australian Open;20220117;167;106426;Cristian Garin;R;185;CHI;25;124079;Pedro Martinez;R;185;ESP;26;6-7(1) 7-6(4) 2-6 6-2 6-2;275;19;2375;61;1001
2022-580;Australian Open;20220117;168;200624;Sebastian Korda;R;196;USA;25;144895;Corentin Moutet;L;178;FRA;26;3-6 6-4 6-7(2) 7-5 7-6(6);287;43;1286;100;737
2022-580;Australian Open;20220117;169;105807;Pablo Carreno Busta;R;188;ESP;25;134868;Tallon Griekspoor;R;188;NED;26;6-3 6-7(6) 7-6(3) 3-6 6-4;250;21;2305;62;1001
2022-580;Australian Open;20220117;170;207989;Carlos Alcaraz;R;185;ESP;25;105583;Dusan Lajovic;R;180;SRB;26;6-2 6-1 7-5;116;31;1609;39;1346
2022-580;Australian Open;20220117;171;126610;Matteo Berrettini;R;196;ITA;25;111578;Stefan Kozlov;R;183;USA;26;6-1 4-6 6-4 6-1;158;7;4568;169;401
2022-580;Australian Open;20220117;172;100644;Alexander Zverev;R;198;GER;25;105357;John Millman;R;183;AUS;32;6-4 6-4 6-0;119;3;7970;89;788
2022-580;Australian Open;20220117;173;105430;Radu Albot;R;175;MDA;32;126846;Aleksandar Vukic;R;188;AUS;26;6-4 7-6(4) 6-4;136;124;587;144;477
2022-580;Australian Open;20220117;174;124187;Reilly Opelka;R;211;USA;25;136440;Dominik Koepfer;L;180;GER;26;6-4 6-3 7-6(4);133;29;1776;53;1096
2022-580;Australian Open;20220117;175;133430;Denis Shapovalov;L;185;CAN;25;126952;Soon Woo Kwon;R;180;KOR;25;7-6(6) 6-7(3) 6-7(6) 7-5 6-2;265;14;2593;54;1085
2022-580;Australian Open;20220117;176;105173;Adrian Mannarino;L;183;FRA;33;128034;Hubert Hurkacz;R;196;POL;26;6-4 6-2 6-3;123;69;879;11;3336
2022-580;Australian Open;20220117;177;106234;Aslan Karatsev;R;185;RUS;25;111456;Mackenzie Mcdonald;R;178;USA;26;3-6 6-2 6-2 6-3;153;15;2553;55;1084
2022-580;Australian Open;20220117;178;111575;Karen Khachanov;R;198;RUS;25;126127;Benjamin Bonzi;R;185;FRA;26;6-4 6-0 7-5;124;30;1748;63;979
2022-580;Australian Open;20220117;179;104745;Rafael Nadal;L;185;ESP;35;105870;Yannick Hanfmann;R;193;GER;25;6-2 6-3 6-4;162;5;4875;126;583
2022-580;Australian Open;20220117;180;104665;Pablo Andujar;R;180;ESP;35;144684;Alex Molcan;L;178;SVK;25;6-4 7-6(6) 0-6 6-1;187;83;800;74;839
2022-580;Australian Open;20220117;181;200282;Alex De Minaur;R;183;AUS;25;111794;Kamil Majchrzak;R;183;POL;26;6-4 6-4 6-2;99;42;1316;107;708
2022-580;Australian Open;20220117;182;106121;Taro Daniel;R;191;JPN;25;104918;Andy Murray;R;190;GBR;34;6-4 6-4 6-4;168;120;606;113;671
2022-580;Australian Open;20220117;183;206173;Jannik Sinner;R;188;ITA;25;105449;Steve Johnson;R;188;USA;32;6-2 6-4 6-3;101;10;3390;104;724
2022-580;Australian Open;20220117;184;105138;Roberto Bautista Agut;R;183;ESP;33;104259;Philipp Kohlschreiber;R;178;GER;38;6-1 6-0 6-3;88;18;2385;134;533
2022-580;Australian Open;20220117;185;126203;Taylor Fritz;R;193;USA;24;126207;Frances Tiafoe;R;188;USA;26;6-4 6-3 7-6(5);159;22;2175;34;1467
2022-580;Australian Open;20220117;186;105332;Benoit Paire;R;196;FRA;32;105777;Grigor Dimitrov;R;188;BUL;26;6-4 6-4 6-7(4) 7-6(2);198;56;1075;28;1821
2022-580;Australian Open;20220117;187;126774;Stefanos Tsitsipas;R;193;GRE;25;202104;Sebastian Baez;R;170;ARG;21;7-6(1) 6-7(5) 6-3 6-4;202;4;6540;88;791
2022-580;Australian Open;20220117;188;126094;Andrey Rublev;R;188;RUS;24;105575;Ricardas Berankis;R;175;LTU;26;6-4 6-2 6-0;107;6;4785;93;761
2022-580;Australian Open;20220117;189;105227;Marin Cilic;R;198;CRO;33;105613;Norbert Gombos;R;193;SVK;31;6-2 6-3 3-6 7-6(6);160;27;1840;117;624
2022-580;Australian Open;20220117;190;105554;Daniel Evans;R;175;GBR;31;126239;Arthur Rinderknech;R;196;FRA;26;W/O;0;24;1957;48;1178
2022-580;Australian Open;20220117;191;200000;Felix Auger Aliassime;R;193;CAN;25;200221;Alejandro Davidovich Fokina;R;183;ESP;26;7-6(4) 6-7(4) 7-6(5) 7-6(4);259;9;3608;50;1160
2022-580;Australian Open;20220117;192;106331;Christopher Oconnell;R;183;AUS;25;106043;Diego Schwartzman;R;170;ARG;26;7-6(6) 6-4 6-4;187;175;383;13;2730
2022-580;Australian Open;20220117;193;202195;Maxime Cressy;R;198;USA;25;207830;Tomas Machac;R;183;CZE;25;6-1 3-6 6-1 7-6(5);157;70;875;132;555
2022-580;Australian Open;20220117;194;122298;Botic Van De Zandschulp;R;188;NED;24;104755;Richard Gasquet;R;185;FRA;35;4-6 6-0 4-0 RET;85;57;1069;81;807
2022-580;Australian Open;20220117;195;106421;Daniil Medvedev;R;198;RUS;25;106401;Nick Kyrgios;R;193;AUS;26;7-6(1) 6-4 4-6 6-2;178;2;8935;115;648
2022-580;Australian Open;20220117;196;200175;Miomir Kecmanovic;R;183;SRB;25;132283;Lorenzo Sonego;R;191;ITA;26;6-4 6-7(8) 6-2 7-5;202;77;836;26;1860
2022-580;Australian Open;20220117;197;104792;Gael Monfils;R;193;FRA;35;106426;Cristian Garin;R;185;CHI;26;7-6(4) 6-1 6-3;121;20;2373;19;2375
2022-580;Australian Open;20220117;198;105807;Pablo Carreno Busta;R;188;ESP;25;200624;Sebastian Korda;R;196;USA;26;6-4 7-5 6-7(6) 6-3;207;21;2305;43;1286
2022-580;Australian Open;20220117;199;126610;Matteo Berrettini;R;196;ITA;25;207989;Carlos Alcaraz;R;185;ESP;26;6-2 7-6(3) 4-6 2-6 7-6(5);250;7;4568;31;1609
2022-580;Australian Open;20220117;200;100644;Alexander Zverev;R;198;GER;25;105430;Radu Albot;R;175;MDA;32;6-3 6-4 6-4;117;3;7970;124;587
2022-580;Australian Open;20220117;201;133430;Denis Shapovalov;L;185;CAN;25;124187;Reilly Opelka;R;211;USA;26;7-6(4) 4-6 6-3 6-4;182;14;2593;29;1776
2022-580;Australian Open;20220117;202;105173;Adrian Mannarino;L;183;FRA;33;106234;Aslan Karatsev;R;185;RUS;26;7-6(4) 6-7(4) 7-5 6-4;278;69;879;15;2553
2022-580;Australian Open;20220117;203;104745;Rafael Nadal;L;185;ESP;35;111575;Karen Khachanov;R;198;RUS;26;6-3 6-2 3-6 6-1;170;5;4875;30;1748
2022-580;Australian Open;20220117;204;200282;Alex De Minaur;R;183;AUS;25;104665;Pablo Andujar;R;180;ESP;35;6-4 6-4 6-2;127;42;1316;83;800
2022-580;Australian Open;20220117;205;206173;Jannik Sinner;R;188;ITA;25;106121;Taro Daniel;R;191;JPN;26;6-4 1-6 6-3 6-1;161;10;3390;120;606
2022-580;Australian Open;20220117;206;126203;Taylor Fritz;R;193;USA;24;105138;Roberto Bautista Agut;R;183;ESP;33;6-0 3-6 3-6 6-4 6-3;194;22;2175;18;2385
2022-580;Australian Open;20220117;207;126774;Stefanos Tsitsipas;R;193;GRE;25;105332;Benoit Paire;R;196;FRA;32;6-3 7-5 6-7(2) 6-4;162;4;6540;56;1075
2022-580;Australian Open;20220117;208;105227;Marin Cilic;R;198;CRO;33;126094;Andrey Rublev;R;188;RUS;25;7-5 7-6(3) 3-6 6-3;156;27;1840;6;4785
2022-580;Australian Open;20220117;209;200000;Felix Auger Aliassime;R;193;CAN;25;105554;Daniel Evans;R;175;GBR;31;6-4 6-1 6-1;113;9;3608;24;1957
2022-580;Australian Open;20220117;210;202195;Maxime Cressy;R;198;USA;25;106331;Christopher Oconnell;R;183;AUS;26;6-2 6-7(6) 6-3 6-2;161;70;875;175;383
2022-580;Australian Open;20220117;211;106421;Daniil Medvedev;R;198;RUS;25;122298;Botic Van De Zandschulp;R;188;NED;25;6-4 6-4 6-2;115;2;8935;57;1069
2022-580;Australian Open;20220117;212;104792;Gael Monfils;R;193;FRA;35;200175;Miomir Kecmanovic;R;183;SRB;26;7-5 7-6(4) 6-3;154;20;2373;77;836
2022-580;Australian Open;20220117;213;126610;Matteo Berrettini;R;196;ITA;25;105807;Pablo Carreno Busta;R;188;ESP;26;7-5 7-6(4) 6-4;142;7;4568;21;2305
2022-580;Australian Open;20220117;214;133430;Denis Shapovalov;L;185;CAN;25;100644;Alexander Zverev;R;198;GER;26;6-3 7-6(5) 6-3;141;14;2593;3;7970
2022-580;Australian Open;20220117;215;104745;Rafael Nadal;L;185;ESP;35;105173;Adrian Mannarino;L;183;FRA;33;7-6(14) 6-2 6-2;160;5;4875;69;879
2022-580;Australian Open;20220117;216;206173;Jannik Sinner;R;188;ITA;25;200282;Alex De Minaur;R;183;AUS;26;7-6(3) 6-3 6-4;155;10;3390;42;1316
2022-580;Australian Open;20220117;217;126774;Stefanos Tsitsipas;R;193;GRE;25;126203;Taylor Fritz;R;193;USA;25;4-6 6-4 4-6 6-3 6-4;203;4;6540;22;2175
2022-580;Australian Open;20220117;218;200000;Felix Auger Aliassime;R;193;CAN;25;105227;Marin Cilic;R;198;CRO;33;2-6 7-6(7) 6-2 7-6(4);215;9;3608;27;1840
2022-580;Australian Open;20220117;219;106421;Daniil Medvedev;R;198;RUS;25;202195;Maxime Cressy;R;198;USA;26;6-2 7-6(4) 6-7(4) 7-5;210;2;8935;70;875
2022-580;Australian Open;20220117;220;126610;Matteo Berrettini;R;196;ITA;25;104792;Gael Monfils;R;193;FRA;35;6-4 6-4 3-6 3-6 6-2;229;7;4568;20;2373
2022-580;Australian Open;20220117;221;104745;Rafael Nadal;L;185;ESP;35;133430;Denis Shapovalov;L;185;CAN;26;6-3 6-4 4-6 3-6 6-3;248;5;4875;14;2593
2022-580;Australian Open;20220117;222;126774;Stefanos Tsitsipas;R;193;GRE;25;206173;Jannik Sinner;R;188;ITA;26;6-3 6-4 6-2;126;4;6540;10;3390
2022-580;Australian Open;20220117;223;106421;Daniil Medvedev;R;198;RUS;25;200000;Felix Auger Aliassime;R;193;CAN;26;6-7(4) 3-6 7-6(2) 7-5 6-4;282;2;8935;9;3608
2022-580;Australian Open;20220117;224;104745;Rafael Nadal;L;185;ESP;35;126610;Matteo Berrettini;R;196;ITA;26;6-3 6-2 3-6 6-3;175;5;4875;7;4568
2022-580;Australian Open;20220117;225;106421;Daniil Medvedev;R;198;RUS;25;126774;Stefanos Tsitsipas;R;193;GRE;26;7-6(5) 4-6 6-4 6-1;150;2;8935;4;6540
2022-580;Australian Open;20220117;226;104745;Rafael Nadal;L;185;ESP;35;106421;Daniil Medvedev;R;198;RUS;26;2-6 6-7(5) 6-4 6-4 7-5;324;5;4875;2;8935
2022-9158;Cordoba;20220131;300;105077;Albert Ramos;L;188;ESP;34;126214;Alejandro Tabilo;L;188;CHI;26;4-6 6-3 6-4;160;44;1259;144;483
2022-9158;Cordoba;20220131;299;126214;Alejandro Tabilo;L;188;CHI;25;106043;Diego Schwartzman;R;170;ARG;26;6-3 7-6(6);116;144;483;14;2640
2022-9158;Cordoba;20220131;298;105077;Albert Ramos;L;188;ESP;34;106228;Juan Ignacio Londero;R;180;ARG;26;7-6(4) 6-4;107;44;1259;139;512
2022-9158;Cordoba;20220131;297;106043;Diego Schwartzman;R;170;ARG;25;123755;Daniel Elahi Galan;R;191;COL;26;3-6 6-0 7-5;138;14;2640;127;582
2022-9158;Cordoba;20220131;296;126214;Alejandro Tabilo;L;188;CHI;25;202104;Sebastian Baez;R;170;ARG;21;6-1 7-6(4);84;144;483;77;831
2022-9158;Cordoba;20220131;295;105077;Albert Ramos;L;188;ESP;34;132283;Lorenzo Sonego;R;191;ITA;26;7-6(5) 7-5;147;44;1259;23;1937
2022-9158;Cordoba;20220131;294;106228;Juan Ignacio Londero;R;180;ARG;25;110748;Nikola Milojevic;R;188;SRB;26;6-4 7-5;95;139;512;136;525
2022-9158;Cordoba;20220131;293;106043;Diego Schwartzman;R;170;ARG;25;126663;Juan Pablo Ficovich;R;191;ARG;25;6-3 6-2;70;14;2640;230;277
2022-9158;Cordoba;20220131;292;123755;Daniel Elahi Galan;R;191;COL;25;144719;Jaume Munar;R;183;ESP;26;6-2 3-6 6-1;121;127;582;88;773
2022-9158;Cordoba;20220131;291;202104;Sebastian Baez;R;170;ARG;21;106426;Cristian Garin;R;185;CHI;26;4-6 6-1 6-1;128;77;831;18;2420
2022-9158;Cordoba;20220131;290;126214;Alejandro Tabilo;L;188;CHI;25;126535;Carlos Taberner;R;183;ESP;26;6-2 6-4;92;144;483;105;707
2022-9158;Cordoba;20220131;289;105077;Albert Ramos;L;188;ESP;34;122669;Juan Pablo Varillas;R;185;PER;26;6-4 2-3 RET;72;44;1259;129;567
2022-9158;Cordoba;20220131;288;132283;Lorenzo Sonego;R;191;ITA;25;106148;Roberto Carballes Baena;R;183;ESP;26;4-6 7-6(1) 6-2;155;23;1937;76;831
2022-9158;Cordoba;20220131;287;106228;Juan Ignacio Londero;R;180;ARG;25;124079;Pedro Martinez;R;185;ESP;26;6-3 7-6(3);100;139;512;61;1026
2022-9158;Cordoba;20220131;286;110748;Nikola Milojevic;R;188;SRB;25;144869;Tomas Martin Etcheverry;R;196;ARG;26;6-3 7-6(4);116;136;525;128;574
2022-9158;Cordoba;20220131;284;126663;Juan Pablo Ficovich;R;191;ARG;25;105948;Federico Coria;R;180;ARG;26;7-6(5) 6-2;105;230;277;64;971
2022-9158;Cordoba;20220131;283;123755;Daniel Elahi Galan;R;191;COL;25;106198;Hugo Dellien;R;180;BOL;26;7-5 6-3;85;127;582;109;684
2022-9158;Cordoba;20220131;282;144719;Jaume Munar;R;183;ESP;25;105332;Benoit Paire;R;196;FRA;32;6-4 7-5;108;88;773;54;1120
2022-9158;Cordoba;20220131;280;202104;Sebastian Baez;R;170;ARG;21;104269;Fernando Verdasco;L;188;ESP;38;7-6(6) 7-5;122;77;831;200;325
2022-9158;Cordoba;20220131;279;126214;Alejandro Tabilo;L;188;CHI;25;202103;Francisco Cerundolo;R;185;ARG;26;6-4 6-1;83;144;483;111;651
2022-9158;Cordoba;20220131;278;126535;Carlos Taberner;R;183;ESP;25;105643;Federico Delbonis;L;190;ARG;26;6-4 6-2;94;105;707;41;1312
2022-9158;Cordoba;20220131;277;105077;Albert Ramos;L;188;ESP;34;105413;Andrej Martin;R;180;SVK;32;6-4 6-3;89;44;1259;115;624
2022-9158;Cordoba;20220131;276;122669;Juan Pablo Varillas;R;185;PER;25;105487;Facundo Bagnis;L;183;ARG;31;6-4 5-7 7-6(5);197;129;567;74;863
2022-9158;Cordoba;20220131;275;106148;Roberto Carballes Baena;R;183;ESP;25;208029;Holger Rune;R;185;DEN;26;6-2 6-4;83;76;831;97;742
2022-9158;Cordoba;20220131;273;124079;Pedro Martinez;R;185;ESP;25;106329;Thiago Monteiro;L;183;BRA;26;4-6 6-4 7-6(4);176;61;1026;92;754
2022-9158;Cordoba;20220131;272;106228;Juan Ignacio Londero;R;180;ARG;25;105870;Yannick Hanfmann;R;193;GER;30;6-3 6-4;71;139;512;120;605
2022-9158;Cordoba;20220131;271;144869;Tomas Martin Etcheverry;R;196;ARG;25;111797;Nicolas Jarry;R;198;CHI;26;2-6 6-3 6-4;130;128;574;149;460
2022-0375;Montpellier;20220131;300;122330;Alexander Bublik;R;196;KAZ;25;100644;Alexander Zverev;R;198;GER;26;6-4 6-3;69;35;1433;3;7780
